punto_index,x_original,y_original,x_robot,y_robot,theta1_rad,theta2_rad,theta1_deg,theta2_deg,alcanzable
1078,-9.71,-2.4,5.29,-2.4,-1.09,2.84,-62.72,162.52,true
1079,-9.7,-2.43,5.3,-2.43,-1.1,2.83,-63.09,162.41,true
1080,-9.69,-2.46,5.31,-2.46,-1.11,2.83,-63.46,162.29,true
1081,-9.68,-2.49,5.32,-2.49,-1.11,2.83,-63.83,162.17,true
1082,-9.67,-2.52,5.33,-2.52,-1.12,2.83,-64.19,162.04,true
1083,-9.66,-2.55,5.34,-2.55,-1.13,2.83,-64.54,161.91,true
1084,-9.65,-2.57,5.35,-2.57,-1.13,2.82,-64.89,161.78,true
1085,-9.64,-2.6,5.36,-2.6,-1.14,2.82,-65.24,161.64,true
1086,-9.62,-2.63,5.38,-2.63,-1.14,2.82,-65.58,161.5,true
1087,-9.61,-2.66,5.39,-2.66,-1.15,2.82,-65.91,161.35,true
1088,-9.59,-2.69,5.41,-2.69,-1.16,2.81,-66.24,161.2,true
1089,-9.58,-2.72,5.42,-2.72,-1.16,2.81,-66.56,161.05,true
1090,-9.56,-2.74,5.44,-2.74,-1.17,2.81,-66.88,160.89,true
1091,-9.54,-2.77,5.46,-2.77,-1.17,2.81,-67.19,160.73,true
1092,-9.52,-2.8,5.48,-2.8,-1.18,2.8,-67.49,160.57,true
1093,-9.5,-2.82,5.5,-2.82,-1.18,2.8,-67.78,160.41,true
1094,-9.48,-2.85,5.52,-2.85,-1.19,2.8,-68.07,160.24,true
1095,-9.46,-2.88,5.54,-2.88,-1.19,2.79,-68.35,160.06,true
1096,-9.43,-2.9,5.57,-2.9,-1.2,2.79,-68.62,159.89,true
1097,-9.41,-2.93,5.59,-2.93,-1.2,2.79,-68.88,159.71,true
1098,-9.38,-2.95,5.62,-2.95,-1.21,2.78,-69.14,159.53,true
1099,-9.36,-2.98,5.64,-2.98,-1.21,2.78,-69.39,159.34,true
1100,-9.33,-3.0,5.67,-3.0,-1.22,2.78,-69.63,159.16,true
1101,-9.3,-3.02,5.7,-3.02,-1.22,2.77,-69.86,158.97,true
1102,-9.27,-3.05,5.73,-3.05,-1.22,2.77,-70.08,158.77,true
1103,-9.25,-3.07,5.75,-3.07,-1.23,2.77,-70.29,158.58,true
1104,-9.22,-3.09,5.78,-3.09,-1.23,2.76,-70.5,158.38,true
1105,-9.18,-3.11,5.82,-3.11,-1.23,2.76,-70.7,158.18,true
1106,-9.15,-3.13,5.85,-3.13,-1.24,2.76,-70.89,157.98,true
1107,-9.12,-3.15,5.88,-3.15,-1.24,2.75,-71.07,157.77,true
1108,-9.09,-3.17,5.91,-3.17,-1.24,2.75,-71.24,157.57,true
1109,-9.05,-3.19,5.95,-3.19,-1.25,2.75,-71.4,157.36,true
1110,-9.02,-3.21,5.98,-3.21,-1.25,2.74,-71.56,157.15,true
1111,-8.98,-3.23,6.02,-3.23,-1.25,2.74,-71.71,156.94,true
1112,-8.94,-3.25,6.06,-3.25,-1.25,2.74,-71.84,156.72,true
1113,-8.91,-3.27,6.09,-3.27,-1.26,2.73,-71.98,156.51,true
1114,-8.87,-3.29,6.13,-3.29,-1.26,2.73,-72.1,156.29,true
1115,-8.83,-3.3,6.17,-3.3,-1.26,2.72,-72.21,156.07,true
1116,-8.79,-3.32,6.21,-3.32,-1.26,2.72,-72.32,155.85,true
1117,-8.75,-3.34,6.25,-3.34,-1.26,2.72,-72.42,155.63,true
1118,-8.71,-3.35,6.29,-3.35,-1.27,2.71,-72.51,155.4,true
1119,-8.66,-3.37,6.34,-3.37,-1.27,2.71,-72.6,155.18,true
1120,-8.62,-3.38,6.38,-3.38,-1.27,2.7,-72.67,154.95,true
1121,-8.58,-3.4,6.42,-3.4,-1.27,2.7,-72.74,154.73,true
1122,-8.54,-3.41,6.46,-3.41,-1.27,2.7,-72.8,154.5,true
1123,-8.49,-3.42,6.51,-3.42,-1.27,2.69,-72.86,154.27,true
1124,-8.45,-3.44,6.55,-3.44,-1.27,2.69,-72.91,154.04,true
1125,-8.4,-3.45,6.6,-3.45,-1.27,2.68,-72.95,153.81,true
1126,-8.36,-3.46,6.64,-3.46,-1.27,2.68,-72.99,153.58,true
1127,-8.31,-3.47,6.69,-3.47,-1.27,2.68,-73.02,153.35,true
1128,-8.26,-3.48,6.74,-3.48,-1.27,2.67,-73.04,153.11,true
1129,-8.22,-3.49,6.78,-3.49,-1.28,2.67,-73.06,152.88,true
1130,-8.17,-3.51,6.83,-3.51,-1.28,2.66,-73.07,152.65,true
1131,-8.12,-3.51,6.88,-3.51,-1.28,2.66,-73.08,152.41,true
1132,-8.07,-3.52,6.93,-3.52,-1.28,2.66,-73.08,152.18,true
1133,-8.03,-3.53,6.97,-3.53,-1.28,2.65,-73.08,151.95,true
1134,-7.98,-3.54,7.02,-3.54,-1.28,2.65,-73.07,151.71,true
1135,-7.93,-3.55,7.07,-3.55,-1.28,2.64,-73.06,151.48,true
1136,-7.88,-3.56,7.12,-3.56,-1.27,2.64,-73.04,151.25,true
1137,-7.83,-3.57,7.17,-3.57,-1.27,2.64,-73.02,151.01,true
1138,-7.78,-3.57,7.22,-3.57,-1.27,2.63,-73.0,150.78,true
1139,-7.73,-3.58,7.27,-3.58,-1.27,2.63,-72.97,150.55,true
1140,-7.68,-3.59,7.32,-3.59,-1.27,2.62,-72.94,150.31,true
1141,-7.63,-3.59,7.37,-3.59,-1.27,2.62,-72.9,150.08,true
1142,-7.58,-3.6,7.42,-3.6,-1.27,2.62,-72.86,149.85,true
1143,-7.53,-3.6,7.47,-3.6,-1.27,2.61,-72.82,149.62,true
1144,-7.48,-3.61,7.52,-3.61,-1.27,2.61,-72.77,149.39,true
1145,-7.43,-3.61,7.57,-3.61,-1.27,2.6,-72.73,149.16,true
1146,-7.38,-3.62,7.62,-3.62,-1.27,2.6,-72.68,148.93,true
1147,-7.34,-3.62,7.66,-3.62,-1.27,2.6,-72.62,148.71,true
1148,-7.29,-3.63,7.71,-3.63,-1.27,2.59,-72.57,148.48,true
1149,-7.24,-3.63,7.76,-3.63,-1.27,2.59,-72.51,148.26,true
1150,-7.19,-3.63,7.81,-3.63,-1.26,2.58,-72.46,148.03,true
1151,-7.14,-3.64,7.86,-3.64,-1.26,2.58,-72.4,147.81,true
1152,-7.09,-3.64,7.91,-3.64,-1.26,2.58,-72.34,147.59,true
1153,-7.04,-3.64,7.96,-3.64,-1.26,2.57,-72.28,147.37,true
1154,-6.99,-3.65,8.01,-3.65,-1.26,2.57,-72.21,147.15,true
1155,-6.95,-3.65,8.05,-3.65,-1.26,2.56,-72.15,146.94,true
1156,-6.9,-3.65,8.1,-3.65,-1.26,2.56,-72.09,146.72,true
1157,-6.85,-3.66,8.15,-3.66,-1.26,2.56,-72.02,146.51,true
1158,-6.81,-3.66,8.19,-3.66,-1.26,2.55,-71.96,146.3,true
1159,-6.76,-3.66,8.24,-3.66,-1.25,2.55,-71.9,146.09,true
1160,-6.71,-3.66,8.29,-3.66,-1.25,2.55,-71.83,145.89,true
1161,-6.67,-3.67,8.33,-3.67,-1.25,2.54,-71.77,145.68,true
1162,-6.62,-3.67,8.38,-3.67,-1.25,2.54,-71.71,145.48,true
1163,-6.58,-3.67,8.42,-3.67,-1.25,2.54,-71.64,145.28,true
1164,-6.54,-3.67,8.46,-3.67,-1.25,2.53,-71.58,145.08,true
1165,-6.49,-3.68,8.51,-3.68,-1.25,2.53,-71.52,144.89,true
1166,-6.45,-3.68,8.55,-3.68,-1.25,2.53,-71.46,144.7,true
1167,-6.41,-3.68,8.59,-3.68,-1.25,2.52,-71.41,144.51,true
1168,-6.37,-3.69,8.63,-3.69,-1.25,2.52,-71.35,144.32,true
1169,-6.33,-3.69,8.67,-3.69,-1.24,2.52,-71.3,144.14,true
1170,-6.29,-3.69,8.71,-3.69,-1.24,2.51,-71.24,143.95,true
1171,-6.25,-3.7,8.75,-3.7,-1.24,2.51,-71.19,143.77,true
1172,-6.21,-3.7,8.79,-3.7,-1.24,2.51,-71.14,143.6,true
1173,-6.17,-3.7,8.83,-3.7,-1.24,2.5,-71.1,143.42,true
1174,-6.14,-3.71,8.86,-3.71,-1.24,2.5,-71.06,143.25,true
1175,-6.1,-3.71,8.9,-3.71,-1.24,2.5,-71.01,143.09,true
1176,-6.07,-3.72,8.93,-3.72,-1.24,2.49,-70.98,142.92,true
1177,-6.03,-3.72,8.97,-3.72,-1.24,2.49,-70.94,142.76,true
1178,-6.0,-3.73,9.0,-3.73,-1.24,2.49,-70.91,142.6,true
1179,-5.96,-3.73,9.04,-3.73,-1.24,2.49,-70.88,142.45,true
1180,-5.93,-3.74,9.07,-3.74,-1.24,2.48,-70.85,142.29,true
1181,-5.9,-3.75,9.1,-3.75,-1.24,2.48,-70.83,142.14,true
1182,-5.87,-3.75,9.13,-3.75,-1.24,2.48,-70.81,142.0,true
1183,-5.84,-3.76,9.16,-3.76,-1.24,2.48,-70.79,141.85,true
1184,-5.81,-3.77,9.19,-3.77,-1.24,2.47,-70.78,141.71,true
1185,-5.79,-3.77,9.21,-3.77,-1.24,2.47,-70.77,141.58,true
1186,-5.76,-3.78,9.24,-3.78,-1.24,2.47,-70.77,141.44,true
1187,-5.73,-3.79,9.27,-3.79,-1.24,2.47,-70.76,141.31,true
1188,-5.71,-3.8,9.29,-3.8,-1.24,2.46,-70.77,141.19,true
1189,-5.68,-3.81,9.32,-3.81,-1.24,2.46,-70.77,141.06,true
1190,-5.66,-3.82,9.34,-3.82,-1.24,2.46,-70.78,140.94,true
1191,-5.64,-3.83,9.36,-3.83,-1.24,2.46,-70.8,140.82,true
1192,-5.62,-3.84,9.38,-3.84,-1.24,2.46,-70.82,140.71,true
1193,-5.6,-3.86,9.4,-3.86,-1.24,2.45,-70.84,140.6,true
1194,-5.58,-3.87,9.42,-3.87,-1.24,2.45,-70.87,140.49,true
1195,-5.56,-3.88,9.44,-3.88,-1.24,2.45,-70.9,140.38,true
1196,-5.54,-3.89,9.46,-3.89,-1.24,2.45,-70.94,140.28,true
1197,-5.53,-3.91,9.47,-3.91,-1.24,2.45,-70.98,140.18,true
1198,-5.51,-3.92,9.49,-3.92,-1.24,2.44,-71.03,140.09,true
1199,-5.49,-3.94,9.51,-3.94,-1.24,2.44,-71.08,139.99,true
1200,-5.48,-3.96,9.52,-3.96,-1.24,2.44,-71.14,139.9,true
1201,-5.47,-3.97,9.53,-3.97,-1.24,2.44,-71.2,139.81,true
1202,-5.46,-3.99,9.54,-3.99,-1.24,2.44,-71.27,139.73,true
1203,-5.44,-4.01,9.56,-4.01,-1.25,2.44,-71.34,139.65,true
1204,-5.43,-4.03,9.57,-4.03,-1.25,2.44,-71.41,139.57,true
1205,-5.43,-4.05,9.57,-4.05,-1.25,2.43,-71.49,139.49,true
1206,-5.42,-4.07,9.58,-4.07,-1.25,2.43,-71.58,139.41,true
1207,-5.41,-4.09,9.59,-4.09,-1.25,2.43,-71.67,139.34,true
1208,-5.4,-4.11,9.6,-4.11,-1.25,2.43,-71.76,139.27,true
1209,-5.4,-4.13,9.6,-4.13,-1.25,2.43,-71.86,139.2,true
1210,-5.39,-4.15,9.61,-4.15,-1.26,2.43,-71.97,139.14,true
1211,-5.39,-4.18,9.61,-4.18,-1.26,2.43,-72.08,139.07,true
1212,-5.38,-4.2,9.62,-4.2,-1.26,2.43,-72.2,139.01,true
1213,-5.38,-4.23,9.62,-4.23,-1.26,2.43,-72.32,138.95,true
1214,-5.38,-4.25,9.62,-4.25,-1.26,2.42,-72.44,138.89,true
1215,-5.38,-4.28,9.62,-4.28,-1.27,2.42,-72.57,138.84,true
1216,-5.38,-4.31,9.62,-4.31,-1.27,2.42,-72.71,138.78,true
1217,-5.38,-4.34,9.62,-4.34,-1.27,2.42,-72.85,138.73,true
1218,-5.38,-4.36,9.62,-4.36,-1.27,2.42,-72.99,138.67,true
1219,-5.38,-4.39,9.62,-4.39,-1.28,2.42,-73.14,138.62,true
1220,-5.38,-4.42,9.62,-4.42,-1.28,2.42,-73.29,138.57,true
1221,-5.39,-4.46,9.61,-4.46,-1.28,2.42,-73.45,138.53,true
1222,-5.39,-4.49,9.61,-4.49,-1.28,2.42,-73.62,138.48,true
1223,-5.39,-4.52,9.61,-4.52,-1.29,2.42,-73.78,138.43,true
1224,-5.4,-4.55,9.6,-4.55,-1.29,2.42,-73.95,138.38,true
1225,-5.4,-4.59,9.6,-4.59,-1.29,2.41,-74.13,138.34,true
1226,-5.41,-4.62,9.59,-4.62,-1.3,2.41,-74.31,138.29,true
1227,-5.42,-4.66,9.58,-4.66,-1.3,2.41,-74.5,138.25,true
1228,-5.42,-4.69,9.58,-4.69,-1.3,2.41,-74.68,138.2,true
1229,-5.43,-4.73,9.57,-4.73,-1.31,2.41,-74.88,138.16,true
1230,-5.44,-4.76,9.56,-4.76,-1.31,2.41,-75.07,138.11,true
1231,-5.45,-4.8,9.55,-4.8,-1.31,2.41,-75.27,138.07,true
1232,-5.46,-4.84,9.54,-4.84,-1.32,2.41,-75.48,138.02,true
1233,-5.46,-4.88,9.54,-4.88,-1.32,2.41,-75.68,137.98,true
1234,-5.47,-4.92,9.53,-4.92,-1.32,2.41,-75.89,137.93,true
1235,-5.48,-4.96,9.52,-4.96,-1.33,2.41,-76.11,137.89,true
1236,-5.49,-5.0,9.51,-5.0,-1.33,2.41,-76.32,137.84,true
1237,-5.5,-5.04,9.5,-5.04,-1.34,2.4,-76.54,137.79,true
1238,-5.51,-5.08,9.49,-5.08,-1.34,2.4,-76.76,137.74,true
1239,-5.53,-5.12,9.47,-5.12,-1.34,2.4,-76.99,137.69,true
1240,-5.54,-5.17,9.46,-5.17,-1.35,2.4,-77.22,137.64,true
1241,-5.55,-5.21,9.45,-5.21,-1.35,2.4,-77.44,137.59,true
1242,-5.56,-5.25,9.44,-5.25,-1.36,2.4,-77.68,137.54,true
1243,-5.57,-5.3,9.43,-5.3,-1.36,2.4,-77.91,137.48,true
1244,-5.58,-5.34,9.42,-5.34,-1.36,2.4,-78.14,137.42,true
1245,-5.59,-5.39,9.41,-5.39,-1.37,2.4,-78.38,137.37,true
1246,-5.61,-5.43,9.39,-5.43,-1.37,2.4,-78.62,137.31,true
1247,-5.62,-5.48,9.38,-5.48,-1.38,2.4,-78.86,137.25,true
1248,-5.63,-5.53,9.37,-5.53,-1.38,2.39,-79.1,137.18,true
1249,-5.64,-5.57,9.36,-5.57,-1.38,2.39,-79.34,137.12,true
1250,-5.65,-5.62,9.35,-5.62,-1.39,2.39,-79.58,137.05,true
1251,-5.67,-5.67,9.33,-5.67,-1.39,2.39,-79.82,136.98,true
1252,-5.68,-5.71,9.32,-5.71,-1.4,2.39,-80.06,136.91,true
1253,-5.69,-5.76,9.31,-5.76,-1.4,2.39,-80.31,136.84,true
1254,-5.7,-5.81,9.3,-5.81,-1.41,2.39,-80.55,136.77,true
1255,-5.71,-5.86,9.29,-5.86,-1.41,2.39,-80.79,136.69,true
1256,-5.72,-5.91,9.28,-5.91,-1.41,2.38,-81.03,136.61,true
1257,-5.73,-5.95,9.27,-5.95,-1.42,2.38,-81.27,136.53,true
1258,-5.74,-6.0,9.26,-6.0,-1.42,2.38,-81.51,136.45,true
1259,-5.75,-6.05,9.25,-6.05,-1.43,2.38,-81.75,136.36,true
1260,-5.76,-6.1,9.24,-6.1,-1.43,2.38,-81.99,136.27,true
1261,-5.77,-6.15,9.23,-6.15,-1.44,2.38,-82.22,136.18,true
1262,-5.78,-6.2,9.22,-6.2,-1.44,2.38,-82.46,136.09,true
1263,-5.79,-6.25,9.21,-6.25,-1.44,2.37,-82.69,136.0,true
1264,-5.8,-6.3,9.2,-6.3,-1.45,2.37,-82.92,135.9,true
1265,-5.81,-6.35,9.19,-6.35,-1.45,2.37,-83.15,135.8,true
1266,-5.82,-6.39,9.18,-6.39,-1.46,2.37,-83.37,135.7,true
1267,-5.83,-6.44,9.17,-6.44,-1.46,2.37,-83.59,135.59,true
1268,-5.83,-6.49,9.17,-6.49,-1.46,2.36,-83.81,135.49,true
1269,-5.84,-6.54,9.16,-6.54,-1.47,2.36,-84.03,135.38,true
1270,-5.85,-6.59,9.15,-6.59,-1.47,2.36,-84.24,135.27,true
1271,-5.85,-6.64,9.15,-6.64,-1.47,2.36,-84.45,135.15,true
1272,-5.86,-6.69,9.14,-6.69,-1.48,2.36,-84.66,135.04,true
1273,-5.86,-6.74,9.14,-6.74,-1.48,2.35,-84.86,134.92,true
1274,-5.87,-6.78,9.13,-6.78,-1.48,2.35,-85.06,134.8,true
1275,-5.87,-6.83,9.13,-6.83,-1.49,2.35,-85.26,134.68,true
1276,-5.87,-6.88,9.13,-6.88,-1.49,2.35,-85.45,134.56,true
1277,-5.88,-6.93,9.12,-6.93,-1.49,2.35,-85.63,134.43,true
1278,-5.88,-6.97,9.12,-6.97,-1.5,2.34,-85.82,134.3,true
1279,-5.88,-7.02,9.12,-7.02,-1.5,2.34,-85.99,134.17,true
1280,-5.88,-7.06,9.12,-7.06,-1.5,2.34,-86.17,134.04,true
1281,-5.88,-7.11,9.12,-7.11,-1.51,2.34,-86.34,133.91,true
1282,-5.88,-7.16,9.12,-7.16,-1.51,2.33,-86.5,133.77,true
1283,-5.88,-7.2,9.12,-7.2,-1.51,2.33,-86.66,133.64,true
1284,-5.88,-7.24,9.12,-7.24,-1.52,2.33,-86.82,133.5,true
1285,-5.88,-7.29,9.12,-7.29,-1.52,2.33,-86.97,133.36,true
1286,-5.87,-7.33,9.13,-7.33,-1.52,2.33,-87.11,133.22,true
1287,-5.87,-7.37,9.13,-7.37,-1.52,2.32,-87.25,133.08,true
1288,-5.87,-7.42,9.13,-7.42,-1.53,2.32,-87.38,132.93,true
1289,-5.86,-7.46,9.14,-7.46,-1.53,2.32,-87.51,132.79,true
1290,-5.86,-7.5,9.14,-7.5,-1.53,2.32,-87.64,132.64,true
1291,-5.85,-7.54,9.15,-7.54,-1.53,2.31,-87.76,132.49,true
1292,-5.84,-7.58,9.16,-7.58,-1.53,2.31,-87.87,132.35,true
1293,-5.84,-7.62,9.16,-7.62,-1.54,2.31,-87.98,132.2,true
1294,-5.83,-7.66,9.17,-7.66,-1.54,2.3,-88.08,132.05,true
1295,-5.82,-7.7,9.18,-7.7,-1.54,2.3,-88.17,131.9,true
1296,-5.81,-7.74,9.19,-7.74,-1.54,2.3,-88.27,131.74,true
1297,-5.8,-7.77,9.2,-7.77,-1.54,2.3,-88.35,131.59,true
1298,-5.79,-7.81,9.21,-7.81,-1.54,2.29,-88.43,131.44,true
1299,-5.78,-7.84,9.22,-7.84,-1.54,2.29,-88.51,131.28,true
1300,-5.76,-7.88,9.24,-7.88,-1.55,2.29,-88.58,131.13,true
1301,-5.75,-7.91,9.25,-7.91,-1.55,2.29,-88.64,130.98,true
1302,-5.74,-7.95,9.26,-7.95,-1.55,2.28,-88.7,130.82,true
1303,-5.72,-7.98,9.28,-7.98,-1.55,2.28,-88.75,130.67,true
1304,-5.71,-8.01,9.29,-8.01,-1.55,2.28,-88.8,130.51,true
1305,-5.69,-8.04,9.31,-8.04,-1.55,2.28,-88.84,130.35,true
1306,-5.67,-8.07,9.33,-8.07,-1.55,2.27,-88.88,130.2,true
1307,-5.66,-8.1,9.34,-8.1,-1.55,2.27,-88.91,130.04,true
1308,-5.64,-8.13,9.36,-8.13,-1.55,2.27,-88.94,129.89,true
1309,-5.62,-8.16,9.38,-8.16,-1.55,2.26,-88.96,129.73,true
1310,-5.6,-8.19,9.4,-8.19,-1.55,2.26,-88.98,129.57,true
1311,-5.58,-8.22,9.42,-8.22,-1.55,2.26,-88.99,129.42,true
1312,-5.56,-8.24,9.44,-8.24,-1.55,2.26,-89.0,129.26,true
1313,-5.54,-8.27,9.46,-8.27,-1.55,2.25,-89.0,129.11,true
1314,-5.52,-8.29,9.48,-8.29,-1.55,2.25,-89.0,128.95,true
1315,-5.5,-8.32,9.5,-8.32,-1.55,2.25,-88.99,128.8,true
1316,-5.48,-8.34,9.52,-8.34,-1.55,2.25,-88.98,128.64,true
1317,-5.45,-8.36,9.55,-8.36,-1.55,2.24,-88.96,128.49,true
1318,-5.43,-8.38,9.57,-8.38,-1.55,2.24,-88.94,128.33,true
1319,-5.41,-8.4,9.59,-8.4,-1.55,2.24,-88.91,128.18,true
1320,-5.38,-8.42,9.62,-8.42,-1.55,2.23,-88.88,128.03,true
1321,-5.36,-8.44,9.64,-8.44,-1.55,2.23,-88.85,127.88,true
1322,-5.33,-8.46,9.67,-8.46,-1.55,2.23,-88.81,127.72,true
1323,-5.31,-8.48,9.69,-8.48,-1.55,2.23,-88.77,127.57,true
1324,-5.28,-8.49,9.72,-8.49,-1.55,2.22,-88.72,127.42,true
1325,-5.25,-8.51,9.75,-8.51,-1.55,2.22,-88.67,127.27,true
1326,-5.22,-8.52,9.78,-8.52,-1.55,2.22,-88.62,127.12,true
1327,-5.2,-8.54,9.8,-8.54,-1.55,2.22,-88.56,126.97,true
1328,-5.17,-8.55,9.83,-8.55,-1.54,2.21,-88.5,126.83,true
1329,-5.14,-8.57,9.86,-8.57,-1.54,2.21,-88.44,126.68,true
1330,-5.11,-8.58,9.89,-8.58,-1.54,2.21,-88.37,126.53,true
1331,-5.08,-8.59,9.92,-8.59,-1.54,2.21,-88.3,126.39,true
1332,-5.05,-8.6,9.95,-8.6,-1.54,2.2,-88.23,126.24,true
1333,-5.02,-8.61,9.98,-8.61,-1.54,2.2,-88.15,126.1,true
1334,-4.99,-8.62,10.01,-8.62,-1.54,2.2,-88.07,125.95,true
1335,-4.96,-8.63,10.04,-8.63,-1.54,2.2,-87.99,125.81,true
1336,-4.93,-8.64,10.07,-8.64,-1.53,2.19,-87.9,125.67,true
1337,-4.9,-8.65,10.1,-8.65,-1.53,2.19,-87.82,125.53,true
1338,-4.87,-8.66,10.13,-8.66,-1.53,2.19,-87.73,125.39,true
1339,-4.83,-8.66,10.17,-8.66,-1.53,2.19,-87.63,125.25,true
1340,-4.8,-8.67,10.2,-8.67,-1.53,2.18,-87.54,125.11,true
1341,-4.77,-8.67,10.23,-8.67,-1.53,2.18,-87.44,124.97,true
1342,-4.74,-8.68,10.26,-8.68,-1.52,2.18,-87.34,124.83,true
1343,-4.7,-8.69,10.3,-8.69,-1.52,2.18,-87.24,124.69,true
1344,-4.67,-8.69,10.33,-8.69,-1.52,2.17,-87.14,124.56,true
1345,-4.64,-8.69,10.36,-8.69,-1.52,2.17,-87.04,124.42,true
1346,-4.6,-8.7,10.4,-8.7,-1.52,2.17,-86.93,124.28,true
1347,-4.57,-8.7,10.43,-8.7,-1.52,2.17,-86.83,124.15,true
1348,-4.54,-8.7,10.46,-8.7,-1.51,2.16,-86.72,124.01,true
1349,-4.5,-8.7,10.5,-8.7,-1.51,2.16,-86.61,123.88,true
1350,-4.47,-8.71,10.53,-8.71,-1.51,2.16,-86.5,123.75,true
1351,-4.44,-8.71,10.56,-8.71,-1.51,2.16,-86.39,123.62,true
1352,-4.4,-8.71,10.6,-8.71,-1.51,2.16,-86.27,123.48,true
1353,-4.37,-8.71,10.63,-8.71,-1.5,2.15,-86.16,123.35,true
1354,-4.34,-8.71,10.66,-8.71,-1.5,2.15,-86.05,123.22,true
1355,-4.3,-8.71,10.7,-8.71,-1.5,2.15,-85.93,123.09,true
1356,-4.27,-8.71,10.73,-8.71,-1.5,2.15,-85.82,122.96,true
1357,-4.23,-8.71,10.77,-8.71,-1.5,2.14,-85.7,122.83,true
1358,-4.2,-8.71,10.8,-8.71,-1.49,2.14,-85.59,122.7,true
1359,-4.17,-8.71,10.83,-8.71,-1.49,2.14,-85.47,122.58,true
1360,-4.13,-8.71,10.87,-8.71,-1.49,2.14,-85.35,122.45,true
1361,-4.1,-8.71,10.9,-8.71,-1.49,2.13,-85.24,122.32,true
1362,-4.06,-8.71,10.94,-8.71,-1.49,2.13,-85.12,122.19,true
1363,-4.03,-8.71,10.97,-8.71,-1.48,2.13,-85.01,122.06,true
1364,-4.0,-8.71,11.0,-8.71,-1.48,2.13,-84.89,121.94,true
1365,-3.96,-8.71,11.04,-8.71,-1.48,2.13,-84.77,121.81,true
1366,-3.93,-8.7,11.07,-8.7,-1.48,2.12,-84.66,121.68,true
1367,-3.9,-8.7,11.1,-8.7,-1.48,2.12,-84.54,121.56,true
1368,-3.86,-8.7,11.14,-8.7,-1.47,2.12,-84.43,121.43,true
1369,-3.83,-8.7,11.17,-8.7,-1.47,2.12,-84.32,121.31,true
1370,-3.8,-8.7,11.2,-8.7,-1.47,2.11,-84.2,121.18,true
1371,-3.76,-8.7,11.24,-8.7,-1.47,2.11,-84.09,121.05,true
1372,-3.73,-8.7,11.27,-8.7,-1.47,2.11,-83.98,120.93,true
1373,-3.7,-8.7,11.3,-8.7,-1.46,2.11,-83.87,120.8,true
1374,-3.67,-8.7,11.33,-8.7,-1.46,2.11,-83.76,120.68,true
1375,-3.63,-8.7,11.37,-8.7,-1.46,2.1,-83.65,120.55,true
1376,-3.6,-8.7,11.4,-8.7,-1.46,2.1,-83.55,120.42,true
1377,-3.57,-8.7,11.43,-8.7,-1.46,2.1,-83.44,120.3,true
1378,-3.54,-8.7,11.46,-8.7,-1.45,2.1,-83.34,120.17,true
1379,-3.51,-8.7,11.49,-8.7,-1.45,2.1,-83.23,120.04,true
1380,-3.48,-8.7,11.52,-8.7,-1.45,2.09,-83.13,119.92,true
1381,-3.44,-8.7,11.56,-8.7,-1.45,2.09,-83.03,119.79,true
1382,-3.41,-8.7,11.59,-8.7,-1.45,2.09,-82.93,119.66,true
1383,-3.38,-8.7,11.62,-8.7,-1.45,2.09,-82.83,119.53,true
1384,-3.35,-8.71,11.65,-8.71,-1.44,2.08,-82.74,119.41,true
1385,-3.32,-8.71,11.68,-8.71,-1.44,2.08,-82.64,119.28,true
1386,-3.29,-8.71,11.71,-8.71,-1.44,2.08,-82.55,119.15,true
1387,-3.26,-8.71,11.74,-8.71,-1.44,2.08,-82.46,119.02,true
1388,-3.23,-8.72,11.77,-8.72,-1.44,2.08,-82.37,118.89,true
1389,-3.2,-8.72,11.8,-8.72,-1.44,2.07,-82.28,118.76,true
1390,-3.17,-8.72,11.83,-8.72,-1.43,2.07,-82.19,118.63,true
1391,-3.14,-8.73,11.86,-8.73,-1.43,2.07,-82.1,118.5,true
1392,-3.11,-8.73,11.89,-8.73,-1.43,2.07,-82.02,118.37,true
1393,-3.08,-8.74,11.92,-8.74,-1.43,2.06,-81.94,118.23,true
1394,-3.06,-8.74,11.94,-8.74,-1.43,2.06,-81.86,118.1,true
1395,-3.03,-8.75,11.97,-8.75,-1.43,2.06,-81.78,117.97,true
1396,-3.0,-8.76,12.0,-8.76,-1.43,2.06,-81.7,117.83,true
1397,-2.97,-8.76,12.03,-8.76,-1.42,2.05,-81.62,117.7,true
1398,-2.94,-8.77,12.06,-8.77,-1.42,2.05,-81.55,117.56,true
1399,-2.91,-8.78,12.09,-8.78,-1.42,2.05,-81.48,117.42,true
1400,-2.89,-8.79,12.11,-8.79,-1.42,2.05,-81.4,117.28,true
1401,-2.86,-8.8,12.14,-8.8,-1.42,2.04,-81.33,117.15,true
1402,-2.83,-8.81,12.17,-8.81,-1.42,2.04,-81.27,117.01,true
1403,-2.8,-8.81,12.2,-8.81,-1.42,2.04,-81.2,116.87,true
1404,-2.78,-8.82,12.22,-8.82,-1.42,2.04,-81.13,116.72,true
1405,-2.75,-8.84,12.25,-8.84,-1.41,2.03,-81.07,116.58,true
1406,-2.72,-8.85,12.28,-8.85,-1.41,2.03,-81.01,116.44,true
1407,-2.69,-8.86,12.31,-8.86,-1.41,2.03,-80.95,116.3,true
1408,-2.67,-8.87,12.33,-8.87,-1.41,2.03,-80.89,116.15,true
